1,4,9
1,2,14
1,4,18
1,4,24
1,4,26
1,4,37
1,3,43
1,4,48
1,3,50
1,0,63
1,4,66
1,0,78
1,4,79
1,2,80
1,0,85
1,4,90
1,4,99
1,4,110
1,3,114
1,2,123
1,3,125
1,4,141
1,4,147
1,4,157
1,4,173
1,4,174
1,2,175
1,5,176
1,3,180
1,4,181
1,4,186
1,0,192
1,4,194
1,3,196
1,4,203
1,5,218
1,5,229
1,4,242
1,4,260
1,4,268
1,5,283
1,4,292
1,4,294
1,4,303
1,5,305
1,4,310
1,5,311
1,5,312
1,4,318
1,4,333
1,3,338
1,4,340
1,3,342
1,4,353
1,4,412
1,4,422
1,2,443
1,2,465
1,3,475
1,4,495
1,4,497
1,2,511
1,2,526
1,4,531
1,4,559
1,2,563
1,2,573
1,4,574
1,4,580
1,4,585
1,4,586
1,3,595
1,4,612
1,5,617
1,3,621
1,4,631
1,4,640
1,5,645
1,5,681
1,4,696
1,4,711
1,4,750
1,4,756
1,4,758
1,5,765
1,4,768
1,4,798
1,4,802
1,4,803
1,3,812
1,4,814
1,4,816
1,4,817
1,4,832
1,4,845
1,4,854
1,4,855
1,4,868
1,4,893
1,4,901
1,4,904
1,4,906
1,5,930
1,4,932
1,4,933
1,4,939
1,4,946
2,5,1
2,2,3
2,3,4
2,5,10
2,3,15
2,3,18
2,5,20
2,4,27
2,4,28
2,5,29
2,4,33
2,3,39
2,4,79
2,4,122
2,4,149
2,5,181
2,4,186
2,4,188
2,4,196
2,4,203
2,2,205
2,4,208
2,4,211
2,5,212
2,4,261
2,4,370
3,3,4
3,3,6
3,4,8
3,5,12
3,5,19
3,4,20
3,4,21
3,5,23
3,5,26
3,3,35
3,3,41
3,4,43
3,3,50
3,3,57
3,5,66
3,4,71
3,5,74
3,3,80
3,5,83
3,4,85
3,3,88
3,5,90
3,4,91
3,3,105
3,5,106
3,5,108
3,3,109
3,3,110
3,3,111
3,3,114
3,4,115
3,4,118
3,3,119
3,3,123
3,3,125
3,3,127
3,3,139
3,4,141
3,3,144
3,4,147
3,3,148
3,4,150
3,4,151
3,3,152
3,5,153
3,5,154
3,4,157
3,5,158
3,3,160
3,4,170
3,3,171
3,3,172
3,3,173
3,4,174
3,3,175
3,5,176
3,4,178
3,3,180
3,5,181
3,4,186
3,3,196
3,5,210
4,5,18
4,4,38
4,4,90
4,5,93
4,5,94
4,5,95
4,4,99
4,3,153
4,4,157
4,4,176
4,4,181
4,5,218
4,4,221
4,5,222
4,4,225
4,4,227
4,5,228
4,5,229
4,5,230
4,4,232
4,5,233
4,5,235
4,4,272
4,3,289
4,4,292
4,5,298
4,5,299
4,5,301
4,3,309
4,5,314
4,4,316
4,5,318
4,4,324
4,4,327
4,5,329
4,4,330
4,5,332
4,3,340
4,5,347
4,4,350
4,4,351
4,4,357
4,3,365
4,4,372
4,4,422
4,2,446
4,4,466
4,5,481
4,4,493
4,4,525
4,4,529
4,5,547
4,4,599
4,1,600
4,5,602
4,4,603
4,2,615
4,3,616
4,5,617
4,5,618
4,4,620
4,4,622
4,4,623
4,3,632
4,3,641
4,3,643
4,5,648
4,5,668
4,5,807
5,4,1
5,0,37
5,2,52
5,4,55
5,0,70
5,1,100
5,1,107
5,3,117
5,3,147
5,0,151
5,4,172
5,0,175
5,4,178
5,4,202
5,4,300
5,4,404
5,4,412
5,4,458
5,4,543
5,0,571
5,3,577
5,0,578
5,2,586
5,5,598
5,4,600
5,4,602
5,4,621
5,2,632
5,2,645
5,2,752
5,4,768
5,4,820
5,4,847
5,4,877
5,4,944
5,4,960
5,5,970
6,4,147
6,5,261
6,4,274
6,4,295
6,5,313
6,4,437
6,4,446
6,4,457
6,5,548
6,5,587
6,4,590
6,4,604
6,5,631
6,4,638
6,5,645
6,4,661
6,4,737
6,4,763
6,2,776
6,4,794
6,3,795
6,5,798
6,5,835
6,4,847
6,4,854
6,5,858
6,3,867
6,5,871
6,5,873
6,5,889
6,5,899
6,5,902
6,3,917
6,4,918
6,4,924
6,5,925
6,5,926
6,3,929
6,4,933
6,4,949
6,5,951
6,5,954
6,5,961
6,4,970
6,3,971
6,3,981
7,4,7
7,5,18
7,5,24
7,4,31
7,4,42
7,5,50
7,2,61
7,4,70
7,5,79
7,4,87
7,4,89
7,4,90
7,4,97
7,1,107
7,5,114
7,1,118
7,4,123
7,4,148
7,2,157
7,4,161
7,2,163
7,4,173
7,5,176
7,4,186
7,2,190
7,4,195
7,4,197
7,4,203
7,4,218
7,5,252
7,5,264
7,3,268
7,3,281
7,5,283
7,5,292
7,5,294
7,5,296
7,3,300
7,5,302
7,5,303
7,5,306
7,4,311
7,5,312
7,5,322
7,4,333
7,4,355
7,4,363
7,4,374
7,5,386
7,5,391
7,4,404
7,4,405
7,4,412
7,4,421
7,5,434
7,4,438
7,5,439
7,4,444
7,4,446
7,4,447
7,0,470
7,5,497
7,4,514
7,4,526
7,5,527
7,4,539
7,5,548
7,4,551
7,4,574
7,3,575
7,5,586
7,2,594
7,2,595
7,5,600
7,4,603
7,2,605
7,5,606
7,3,607
7,3,610
7,2,611
7,4,624
7,4,635
7,3,637
7,5,645
7,4,655
7,4,657
7,4,660
7,4,674
7,4,678
7,5,684
7,3,707
7,2,714
7,4,732
7,4,743
7,4,746
7,5,750
7,3,768
7,2,772
7,2,777
7,4,794
7,4,798
7,3,802
7,3,812
7,2,814
7,4,816
7,4,823
7,5,830
7,3,832
7,4,844
7,3,845
7,2,849
7,2,852
7,4,855
7,2,858
7,3,859
7,3,868
7,2,873
7,2,885
7,2,891
7,5,901
7,3,904
7,4,906
